year,state_norm,district_norm,children,cyber,ipc,sll,women,ipc_log,ipc_state_pct,sll_log,sll_state_pct,women_log,women_state_pct,children_log,children_state_pct,cyber_log,cyber_state_pct,ipc_prev,ipc_growth,ipc_gap_years,women_prev,women_growth,women_gap_years,children_prev,children_growth,children_gap_years,cyber_prev,cyber_growth,cyber_gap_years,severity,risk_class,target_severity,target_year
2022,punjab,bathinda,148.0,10.0,2274.0,1206.0,287.0,7.729735331385051,0.8529411764705882,7.095893221097532,0.7352941176470589,5.662960480135946,0.8529411764705882,5.003946305945459,0.8823529411764706,2.3978952727983707,0.4117647058823529,1831.0,0.2419442927362097,2.0,230.0,0.24782608695652175,2.0,119.0,0.24369747899159663,2.0,6.0,0.6666666666666666,2.0,0.7779411764705882,high,0.8171428571428572,2023.0
2023,punjab,bathinda,127.0,18.0,2445.0,1138.0,257.0,7.802209316247118,0.8571428571428571,7.037905963447182,0.8,5.552959584921617,0.8,4.852030263919617,0.8,2.9444389791664403,0.7428571428571429,2274.0,0.07519788918205805,1.0,287.0,-0.10452961672473868,1.0,148.0,-0.14189189189189189,1.0,10.0,0.8,1.0,0.8171428571428572,high,0.7000000000000001,2024.0
2024,punjab,bathinda,107.0,20.0,1904.0,986.0,176.0,7.552237287560802,0.6857142857142857,6.894670039433482,0.8285714285714286,5.176149732573829,0.6857142857142857,4.68213122712422,0.7714285714285715,3.044522437723423,0.6285714285714286,2445.0,-0.2212678936605317,1.0,257.0,-0.3151750972762646,1.0,127.0,-0.15748031496062992,1.0,18.0,0.1111111111111111,1.0,0.7000000000000001,high,,
2010,punjab,bhatinda,43.0,0.0,19491.0,0.0,130.0,9.877759403963397,0.8888888888888888,0.0,0.5138888888888888,4.875197323201151,0.75,3.784189633918261,0.9166666666666666,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.7701388888888889,high,0.7770833333333333,2011.0
2011,punjab,bhatinda,47.0,0.0,19491.0,0.0,123.0,9.877759403963397,0.8888888888888888,0.0,0.5138888888888888,4.820281565605037,0.7777777777777778,3.871201010907891,0.9305555555555556,0.0,0.5138888888888888,19491.0,0.0,1.0,130.0,-0.05384615384615385,1.0,43.0,0.09302325581395349,1.0,0.0,0.0,1.0,0.7770833333333333,high,0.7784722222222222,2012.0
2012,punjab,bhatinda,48.0,0.0,19491.0,0.0,155.0,9.877759403963397,0.8888888888888888,0.0,0.5138888888888888,5.049856007249537,0.8194444444444444,3.8918202981106265,0.8611111111111112,0.0,0.5138888888888888,19491.0,0.0,1.0,123.0,0.2601626016260163,1.0,47.0,0.02127659574468085,1.0,0.0,0.0,1.0,0.7784722222222222,high,0.7658333333333334,2013.0
2013,punjab,bhatinda,86.0,0.0,2096.0,0.0,252.0,7.64826303090192,0.8666666666666667,0.0,0.5166666666666667,5.53338948872752,0.8,4.465908118654584,0.8666666666666667,0.0,0.5166666666666667,19491.0,-0.892463188138115,1.0,155.0,0.6258064516129033,1.0,48.0,0.7916666666666666,1.0,0.0,0.0,1.0,0.7658333333333334,high,,
2020,punjab,bureau of investigation,16.0,50.0,33.0,22.0,34.0,3.5263605246161616,0.08823529411764706,3.1354942159291497,0.058823529411764705,3.5553480614894135,0.11764705882352941,2.833213344056216,0.14705882352941177,3.9318256327243257,0.9411764705882353,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.225,low,0.20147058823529412,2022.0
2022,punjab,bureau of investigation,0.0,40.0,42.0,12.0,6.0,3.7612001156935624,0.08823529411764706,2.5649493574615367,0.058823529411764705,1.9459101490553132,0.10294117647058823,0.0,0.07352941176470588,3.713572066704308,0.8529411764705882,33.0,0.2727272727272727,2.0,34.0,-0.8235294117647058,2.0,16.0,-1.0,2.0,50.0,-0.2,2.0,0.20147058823529412,low,0.060714285714285714,2023.0
2023,punjab,bureau of investigation,0.0,0.0,6.0,10.0,1.0,1.9459101490553132,0.02857142857142857,2.3978952727983707,0.08571428571428572,0.6931471805599453,0.08571428571428572,0.0,0.07142857142857142,0.0,0.1,42.0,-0.8571428571428571,1.0,6.0,-0.8333333333333334,1.0,0.0,0.0,1.0,40.0,-1.0,1.0,0.060714285714285714,low,0.09857142857142857,2024.0
2024,punjab,bureau of investigation,0.0,1.0,28.0,12.0,2.0,3.367295829986474,0.11428571428571428,2.5649493574615367,0.05714285714285714,1.0986122886681098,0.08571428571428572,0.0,0.07142857142857142,0.6931471805599453,0.11428571428571428,6.0,3.6666666666666665,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09857142857142857,low,,
2010,punjab,cp amritsar,65.0,0.0,5604.0,0.0,178.0,8.63141433550626,0.3055555555555556,0.0,0.5138888888888888,5.187385805840755,0.8888888888888888,4.189654742026425,0.9444444444444444,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5381944444444444,medium,0.5381944444444445,2011.0
2011,punjab,cp amritsar,45.0,0.0,5604.0,0.0,167.0,8.63141433550626,0.3055555555555556,0.0,0.5138888888888888,5.123963979403259,0.9166666666666666,3.828641396489095,0.8888888888888888,0.0,0.5138888888888888,5604.0,0.0,1.0,178.0,-0.06179775280898876,1.0,65.0,-0.3076923076923077,1.0,0.0,0.0,1.0,0.5381944444444445,medium,0.5409722222222223,2012.0
2012,punjab,cp amritsar,63.0,0.0,5604.0,0.0,196.0,8.63141433550626,0.3055555555555556,0.0,0.5138888888888888,5.2832037287379885,0.9166666666666666,4.1588830833596715,0.9166666666666666,0.0,0.5138888888888888,5604.0,0.0,1.0,167.0,0.17365269461077845,1.0,45.0,0.4,1.0,0.0,0.0,1.0,0.5409722222222223,medium,0.6891666666666666,2013.0
2013,punjab,cp amritsar,78.0,0.0,1652.0,0.0,244.0,7.410347097821024,0.7333333333333333,0.0,0.5166666666666667,5.501258210544727,0.7666666666666667,4.3694478524670215,0.7666666666666667,0.0,0.5166666666666667,5604.0,-0.7052105638829408,1.0,196.0,0.24489795918367346,1.0,63.0,0.23809523809523808,1.0,0.0,0.0,1.0,0.6891666666666666,medium,0.7103448275862069,2014.0
2014,punjab,cp amritsar,0.0,0.0,1998.0,0.0,382.0,7.6004023345004,0.7931034482758621,0.0,0.5172413793103449,5.948034989180646,0.8620689655172413,0.0,0.5172413793103449,0.0,0.5172413793103449,1652.0,0.20944309927360774,1.0,244.0,0.5655737704918032,1.0,78.0,-1.0,1.0,0.0,0.0,1.0,0.7103448275862069,high,0.8749999999999999,2020.0
2020,punjab,cp amritsar,112.0,92.0,3349.0,1427.0,292.0,8.116715624819111,0.8823529411764706,7.2640301428995295,0.8823529411764706,5.680172609017068,0.8529411764705882,4.727387818712341,0.7352941176470589,4.532599493153256,0.9705882352941176,1998.0,0.6761761761761762,6.0,382.0,-0.2356020942408377,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.8749999999999999,high,0.8720588235294118,2022.0
2022,punjab,cp amritsar,127.0,79.0,2815.0,2144.0,226.0,7.943072717277933,0.8823529411764706,7.6708948313621175,0.9705882352941176,5.424950017481403,0.7941176470588235,4.852030263919617,0.8235294117647058,4.382026634673881,0.9117647058823529,3349.0,-0.1594505822633622,2.0,292.0,-0.22602739726027396,2.0,112.0,0.13392857142857142,2.0,92.0,-0.14130434782608695,2.0,0.8720588235294118,high,0.8657142857142859,2023.0
2023,punjab,cp amritsar,145.0,62.0,2990.0,854.0,306.0,8.003363058629947,0.8857142857142857,6.75110146893676,0.6,5.726847747587197,0.8857142857142857,4.983606621708336,0.8857142857142857,4.143134726391533,0.9428571428571428,2815.0,0.06216696269982238,1.0,226.0,0.35398230088495575,1.0,127.0,0.14173228346456693,1.0,79.0,-0.21518987341772153,1.0,0.8657142857142859,high,0.825,2024.0
2024,punjab,cp amritsar,98.0,31.0,2245.0,935.0,256.0,7.716906135298388,0.8571428571428571,6.841615476477592,0.7714285714285715,5.54907608489522,0.8285714285714286,4.59511985013459,0.7428571428571429,3.4657359027997265,0.8142857142857143,2990.0,-0.2491638795986622,1.0,306.0,-0.16339869281045752,1.0,145.0,-0.32413793103448274,1.0,62.0,-0.5,1.0,0.825,high,,
2010,punjab,cp jalandhar,16.0,0.0,5786.0,0.0,180.0,8.663369301573839,0.3333333333333333,0.0,0.5138888888888888,5.198497031265826,0.9166666666666666,2.833213344056216,0.6527777777777778,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5270833333333333,medium,0.5340277777777778,2011.0
2011,punjab,cp jalandhar,25.0,0.0,5786.0,0.0,155.0,8.663369301573839,0.3333333333333333,0.0,0.5138888888888888,5.049856007249537,0.8888888888888888,3.258096538021482,0.7777777777777778,0.0,0.5138888888888888,5786.0,0.0,1.0,180.0,-0.1388888888888889,1.0,16.0,0.5625,1.0,0.0,0.0,1.0,0.5340277777777778,medium,0.4923611111111111,2012.0
2012,punjab,cp jalandhar,15.0,0.0,5786.0,0.0,195.0,8.663369301573839,0.3333333333333333,0.0,0.5138888888888888,5.278114659230517,0.8888888888888888,2.772588722239781,0.3611111111111111,0.0,0.5138888888888888,5786.0,0.0,1.0,155.0,0.25806451612903225,1.0,25.0,-0.4,1.0,0.0,0.0,1.0,0.4923611111111111,medium,0.7458333333333335,2013.0
2013,punjab,cp jalandhar,83.0,0.0,1894.0,0.0,365.0,7.546974117516527,0.8,0.0,0.5166666666666667,5.902633333401366,0.8666666666666667,4.430816798843313,0.8333333333333334,0.0,0.5166666666666667,5786.0,-0.6726581403387487,1.0,195.0,0.8717948717948718,1.0,15.0,4.533333333333333,1.0,0.0,0.0,1.0,0.7458333333333335,high,0.7189655172413792,2014.0
2014,punjab,cp jalandhar,0.0,0.0,2020.0,0.0,357.0,7.611347717403621,0.8275862068965517,0.0,0.5172413793103449,5.8805329864007,0.8275862068965517,0.0,0.5172413793103449,0.0,0.5172413793103449,1894.0,0.0665258711721225,1.0,365.0,-0.021917808219178082,1.0,83.0,-1.0,1.0,0.0,0.0,1.0,0.7189655172413792,high,0.8279411764705882,2020.0
2020,punjab,cp jalandhar,116.0,40.0,1932.0,945.0,301.0,7.566828479208331,0.8529411764705882,6.852242569051878,0.5588235294117647,5.71042701737487,0.8823529411764706,4.762173934797756,0.7941176470588235,3.713572066704308,0.8823529411764706,2020.0,-0.04356435643564356,6.0,357.0,-0.1568627450980392,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.8279411764705882,high,0.8205882352941177,2022.0
2022,punjab,cp jalandhar,136.0,75.0,2073.0,1037.0,305.0,7.637234388789473,0.8235294117647058,6.945051063725834,0.5588235294117647,5.723585101952381,0.8823529411764706,4.919980925828125,0.8529411764705882,4.330733340286331,0.8823529411764706,1932.0,0.07298136645962733,2.0,301.0,0.013289036544850499,2.0,116.0,0.1724137931034483,2.0,40.0,0.875,2.0,0.8205882352941177,high,0.8185714285714286,2023.0
2023,punjab,cp jalandhar,133.0,52.0,2114.0,774.0,278.0,7.656810091480378,0.8285714285714286,6.652863029353347,0.5714285714285714,5.631211781821365,0.8285714285714286,4.897839799950911,0.8571428571428571,3.970291913552122,0.9142857142857143,2073.0,0.019778099372889532,1.0,305.0,-0.08852459016393442,1.0,136.0,-0.022058823529411766,1.0,75.0,-0.30666666666666664,1.0,0.8185714285714286,high,0.8500000000000001,2024.0
2024,punjab,cp jalandhar,145.0,303.0,2157.0,710.0,319.0,7.67693714581808,0.8285714285714286,6.566672429803241,0.6,5.768320995793772,0.8857142857142857,4.983606621708336,0.9428571428571428,5.717027701406222,0.9714285714285714,2114.0,0.02034058656575213,1.0,278.0,0.1474820143884892,1.0,133.0,0.09022556390977443,1.0,52.0,4.826923076923077,1.0,0.8500000000000001,high,,
2010,punjab,cp ludhiana,150.0,0.0,10141.0,0.0,331.0,9.224440496354964,0.5833333333333334,0.0,0.5138888888888888,5.805134968916488,0.9722222222222222,5.017279836814924,0.9722222222222222,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.6826388888888889,medium,0.6826388888888889,2011.0
2011,punjab,cp ludhiana,127.0,0.0,10141.0,0.0,284.0,9.224440496354964,0.5833333333333334,0.0,0.5138888888888888,5.652489180268651,0.9722222222222222,4.852030263919617,0.9722222222222222,0.0,0.5138888888888888,10141.0,0.0,1.0,331.0,-0.1419939577039275,1.0,150.0,-0.15333333333333332,1.0,0.0,0.0,1.0,0.6826388888888889,medium,0.6826388888888889,2012.0
2012,punjab,cp ludhiana,147.0,0.0,10141.0,0.0,357.0,9.224440496354964,0.5833333333333334,0.0,0.5138888888888888,5.8805329864007,0.9722222222222222,4.997212273764115,0.9722222222222222,0.0,0.5138888888888888,10141.0,0.0,1.0,284.0,0.25704225352112675,1.0,127.0,0.15748031496062992,1.0,0.0,0.0,1.0,0.6826388888888889,medium,0.8541666666666667,2013.0
2013,punjab,cp ludhiana,155.0,0.0,3194.0,0.0,474.0,8.069342366811636,0.9666666666666667,0.0,0.5166666666666667,6.163314804034641,0.9666666666666667,5.049856007249537,0.9666666666666667,0.0,0.5166666666666667,10141.0,-0.6850409229858988,1.0,357.0,0.3277310924369748,1.0,147.0,0.05442176870748299,1.0,0.0,0.0,1.0,0.8541666666666667,high,0.8086206896551724,2014.0
2014,punjab,cp ludhiana,0.0,0.0,3546.0,0.0,731.0,8.173857454773621,0.9655172413793104,0.0,0.5172413793103449,6.595780513961311,0.9655172413793104,0.0,0.5172413793103449,0.0,0.5172413793103449,3194.0,0.11020663744520977,1.0,474.0,0.5421940928270043,1.0,155.0,-1.0,1.0,0.0,0.0,1.0,0.8086206896551724,high,0.9367647058823529,2020.0
2020,punjab,cp ludhiana,283.0,27.0,5706.0,1360.0,520.0,8.649448770536708,0.9705882352941176,7.215975002651466,0.8529411764705882,6.255750041753367,0.9705882352941176,5.648974238161206,0.9705882352941176,3.332204510175204,0.8235294117647058,3546.0,0.6091370558375635,6.0,731.0,-0.28864569083447333,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.9367647058823529,critical,0.963235294117647,2022.0
2022,punjab,cp ludhiana,275.0,80.0,4706.0,2083.0,626.0,8.456806041401142,0.9705882352941176,7.642044402873258,0.9411764705882353,6.440946540632921,0.9705882352941176,5.62040086571715,0.9705882352941176,4.394449154672439,0.9411764705882353,5706.0,-0.1752541184717841,2.0,520.0,0.20384615384615384,2.0,283.0,-0.028268551236749116,2.0,27.0,1.962962962962963,2.0,0.963235294117647,critical,0.9714285714285715,2023.0
2023,punjab,cp ludhiana,258.0,76.0,4081.0,1855.0,441.0,8.31434234336979,0.9714285714285714,7.526178913346146,0.9714285714285714,6.091309882077698,0.9714285714285714,5.556828061699537,0.9714285714285714,4.343805421853684,0.9714285714285714,4706.0,-0.13280917977050574,1.0,626.0,-0.2955271565495208,1.0,275.0,-0.06181818181818182,1.0,80.0,-0.05,1.0,0.9714285714285715,critical,0.9650000000000001,2024.0
2024,punjab,cp ludhiana,368.0,57.0,3826.0,1390.0,502.0,8.249836485425702,0.9714285714285714,7.237778191923443,0.9714285714285714,6.220590170099739,0.9714285714285714,5.910796644040527,0.9714285714285714,4.060443010546419,0.9285714285714286,4081.0,-0.06248468512619456,1.0,441.0,0.1383219954648526,1.0,258.0,0.4263565891472868,1.0,76.0,-0.25,1.0,0.9650000000000001,critical,,
2023,punjab,cyber crime wing,4.0,22.0,30.0,7.0,10.0,3.4339872044851463,0.11428571428571428,2.0794415416798357,0.05714285714285714,2.3978952727983707,0.14285714285714285,1.6094379124341003,0.17142857142857143,3.1354942159291497,0.8142857142857143,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.225,low,0.11285714285714286,2024.0
2024,punjab,cyber crime wing,2.0,5.0,25.0,6.0,3.0,3.258096538021482,0.08571428571428572,1.9459101490553132,0.02857142857142857,1.3862943611198906,0.11428571428571428,1.0986122886681098,0.14285714285714285,1.791759469228055,0.22857142857142856,30.0,-0.16666666666666666,1.0,10.0,-0.7,1.0,4.0,-0.5,1.0,22.0,-0.7727272727272727,1.0,0.11285714285714286,low,,
2010,punjab,faridkot,1.0,0.0,8740.0,0.0,52.0,9.075779878580487,0.4722222222222222,0.0,0.5138888888888888,3.970291913552122,0.3611111111111111,0.6931471805599453,0.3472222222222222,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.44791666666666663,medium,0.43124999999999997,2011.0
2011,punjab,faridkot,0.0,0.0,8740.0,0.0,45.0,9.075779878580487,0.4722222222222222,0.0,0.5138888888888888,3.828641396489095,0.3888888888888889,0.0,0.125,0.0,0.5138888888888888,8740.0,0.0,1.0,52.0,-0.1346153846153846,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.43124999999999997,medium,0.4756944444444444,2012.0
2012,punjab,faridkot,18.0,0.0,8740.0,0.0,69.0,9.075779878580487,0.4722222222222222,0.0,0.5138888888888888,4.248495242049359,0.4444444444444444,2.9444389791664403,0.4583333333333333,0.0,0.5138888888888888,8740.0,0.0,1.0,45.0,0.5333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4756944444444444,medium,0.2758333333333334,2013.0
2013,punjab,faridkot,7.0,0.0,724.0,0.0,90.0,6.586171654854675,0.2,0.0,0.5166666666666667,4.51085950651685,0.23333333333333334,2.0794415416798357,0.1,0.0,0.5166666666666667,8740.0,-0.917162471395881,1.0,69.0,0.30434782608695654,1.0,18.0,-0.6111111111111112,1.0,0.0,0.0,1.0,0.2758333333333334,low,0.25689655172413794,2014.0
2014,punjab,faridkot,0.0,0.0,673.0,0.0,90.0,6.513230110912307,0.13793103448275862,0.0,0.5172413793103449,4.51085950651685,0.06896551724137931,0.0,0.5172413793103449,0.0,0.5172413793103449,724.0,-0.07044198895027624,1.0,90.0,0.0,1.0,7.0,-1.0,1.0,0.0,0.0,1.0,0.25689655172413794,low,0.3058823529411765,2020.0
2020,punjab,faridkot,41.0,9.0,809.0,697.0,109.0,6.697034247666484,0.29411764705882354,6.548219102762372,0.4411764705882353,4.700480365792417,0.23529411764705882,3.7376696182833684,0.25,2.302585092994046,0.38235294117647056,673.0,0.20208023774145617,6.0,90.0,0.2111111111111111,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.3058823529411765,low,0.28602941176470587,2022.0
2022,punjab,faridkot,44.0,7.0,872.0,659.0,92.0,6.771935555839602,0.29411764705882354,6.492239835020471,0.38235294117647056,4.532599493153256,0.20588235294117646,3.8066624897703196,0.3235294117647059,2.0794415416798357,0.27941176470588236,809.0,0.07787391841779975,2.0,109.0,-0.1559633027522936,2.0,41.0,0.07317073170731707,2.0,9.0,-0.2222222222222222,2.0,0.28602941176470587,low,0.3692857142857143,2023.0
2023,punjab,faridkot,37.0,5.0,1092.0,477.0,89.0,6.996681488176539,0.45714285714285713,6.169610732491456,0.2857142857142857,4.499809670330265,0.3142857142857143,3.6375861597263857,0.2714285714285714,1.791759469228055,0.3,872.0,0.25229357798165136,1.0,92.0,-0.03260869565217391,1.0,44.0,-0.1590909090909091,1.0,7.0,-0.2857142857142857,1.0,0.3692857142857143,low,0.3842857142857143,2024.0
2024,punjab,faridkot,46.0,10.0,1209.0,585.0,100.0,7.098375638590786,0.4857142857142857,6.373319789577012,0.45714285714285713,4.61512051684126,0.2571428571428571,3.8501476017100584,0.2571428571428571,2.3978952727983707,0.2857142857142857,1092.0,0.10714285714285714,1.0,89.0,0.12359550561797752,1.0,37.0,0.24324324324324326,1.0,5.0,1.0,1.0,0.3842857142857143,low,,
2010,punjab,fatehgarh sahib,10.0,0.0,9337.0,0.0,50.0,9.141847375530883,0.5,0.0,0.5138888888888888,3.9318256327243257,0.3333333333333333,2.3978952727983707,0.5416666666666666,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.4743055555555556,medium,0.47847222222222224,2011.0
2011,punjab,fatehgarh sahib,10.0,0.0,9337.0,0.0,42.0,9.141847375530883,0.5,0.0,0.5138888888888888,3.7612001156935624,0.3611111111111111,2.3978952727983707,0.5277777777777778,0.0,0.5138888888888888,9337.0,0.0,1.0,50.0,-0.16,1.0,10.0,0.0,1.0,0.0,0.0,1.0,0.47847222222222224,medium,0.44930555555555557,2012.0
2012,punjab,fatehgarh sahib,17.0,0.0,9337.0,0.0,49.0,9.141847375530883,0.5,0.0,0.5138888888888888,3.912023005428146,0.2777777777777778,2.8903717578961645,0.4027777777777778,0.0,0.5138888888888888,9337.0,0.0,1.0,42.0,0.16666666666666666,1.0,10.0,0.7,1.0,0.0,0.0,1.0,0.44930555555555557,medium,0.37583333333333335,2013.0
2013,punjab,fatehgarh sahib,31.0,0.0,811.0,0.0,98.0,6.699500340161678,0.3,0.0,0.5166666666666667,4.59511985013459,0.3333333333333333,3.4657359027997265,0.45,0.0,0.5166666666666667,9337.0,-0.9131412659312413,1.0,49.0,1.0,1.0,17.0,0.8235294117647058,1.0,0.0,0.0,1.0,0.37583333333333335,low,0.37241379310344824,2014.0
2014,punjab,fatehgarh sahib,0.0,0.0,920.0,0.0,109.0,6.825460036255307,0.3793103448275862,0.0,0.5172413793103449,4.700480365792417,0.10344827586206896,0.0,0.5172413793103449,0.0,0.5172413793103449,811.0,0.1344019728729963,1.0,98.0,0.11224489795918367,1.0,31.0,-1.0,1.0,0.0,0.0,1.0,0.37241379310344824,low,0.44338235294117645,2020.0
2020,punjab,fatehgarh sahib,69.0,6.0,1251.0,425.0,131.0,7.132497551660044,0.5588235294117647,6.054439346269371,0.20588235294117646,4.882801922586371,0.4117647058823529,4.248495242049359,0.5588235294117647,1.9459101490553132,0.22058823529411764,920.0,0.35978260869565215,6.0,109.0,0.2018348623853211,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.44338235294117645,medium,0.4955882352941177,2022.0
2022,punjab,fatehgarh sahib,67.0,10.0,1123.0,416.0,188.0,7.024649030453636,0.5,6.0330862217988015,0.20588235294117646,5.241747015059643,0.6764705882352942,4.219507705176107,0.5294117647058824,2.3978952727983707,0.4117647058823529,1251.0,-0.10231814548361311,2.0,131.0,0.4351145038167939,2.0,69.0,-0.028985507246376812,2.0,6.0,0.6666666666666666,2.0,0.4955882352941177,medium,0.36642857142857144,2023.0
2023,punjab,fatehgarh sahib,57.0,3.0,950.0,277.0,135.0,6.85751406254539,0.37142857142857144,5.627621113690637,0.17142857142857143,4.912654885736052,0.4857142857142857,4.060443010546419,0.4857142857142857,1.3862943611198906,0.24285714285714285,1123.0,-0.15405164737310775,1.0,188.0,-0.28191489361702127,1.0,67.0,-0.14925373134328357,1.0,10.0,-0.7,1.0,0.36642857142857144,low,0.3685714285714286,2024.0
2024,punjab,fatehgarh sahib,39.0,5.0,1088.0,278.0,117.0,6.9930151229329605,0.45714285714285713,5.631211781821365,0.2,4.770684624465665,0.42857142857142855,3.6888794541139363,0.22857142857142856,1.791759469228055,0.22857142857142856,950.0,0.14526315789473684,1.0,135.0,-0.13333333333333333,1.0,57.0,-0.3157894736842105,1.0,3.0,0.6666666666666666,1.0,0.3685714285714286,low,,
2010,punjab,fazilka,0.0,0.0,1802.0,0.0,0.0,7.497207223203318,0.05555555555555555,0.0,0.5138888888888888,0.0,0.1388888888888889,0.0,0.16666666666666666,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.19791666666666663,low,0.30902777777777773,2011.0
2011,punjab,fazilka,5.0,0.0,1802.0,0.0,75.0,7.497207223203318,0.05555555555555555,0.0,0.5138888888888888,4.330733340286331,0.6111111111111112,1.791759469228055,0.3333333333333333,0.0,0.5138888888888888,1802.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.30902777777777773,low,0.33402777777777776,2012.0
2012,punjab,fazilka,22.0,0.0,1802.0,0.0,97.0,7.497207223203318,0.05555555555555555,0.0,0.5138888888888888,4.584967478670572,0.6388888888888888,3.1354942159291497,0.5277777777777778,0.0,0.5138888888888888,1802.0,0.0,1.0,75.0,0.29333333333333333,1.0,5.0,3.4,1.0,0.0,0.0,1.0,0.33402777777777776,low,0.44250000000000006,2013.0
2013,punjab,fazilka,47.0,0.0,863.0,0.0,121.0,6.761572768804055,0.36666666666666664,0.0,0.5166666666666667,4.804021044733257,0.43333333333333335,3.871201010907891,0.6166666666666667,0.0,0.5166666666666667,1802.0,-0.521087680355161,1.0,97.0,0.24742268041237114,1.0,22.0,1.1363636363636365,1.0,0.0,0.0,1.0,0.44250000000000006,medium,0.4396551724137931,2014.0
2014,punjab,fazilka,0.0,0.0,877.0,0.0,191.0,6.777646593635117,0.3448275862068966,0.0,0.5172413793103449,5.2574953720277815,0.5172413793103449,0.0,0.5172413793103449,0.0,0.5172413793103449,863.0,0.016222479721900347,1.0,121.0,0.5785123966942148,1.0,47.0,-1.0,1.0,0.0,0.0,1.0,0.4396551724137931,medium,0.6477941176470587,2020.0
2020,punjab,fazilka,114.0,11.0,1314.0,995.0,248.0,7.181591944611865,0.6176470588235294,6.903747257584598,0.6176470588235294,5.517452896464707,0.7941176470588235,4.74493212836325,0.7647058823529411,2.4849066497880004,0.4852941176470588,877.0,0.4982896237172178,6.0,191.0,0.29842931937172773,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.6477941176470587,medium,0.6279411764705882,2022.0
2022,punjab,fazilka,109.0,15.0,1147.0,1109.0,214.0,7.045776576879511,0.5588235294117647,7.01211529430638,0.6764705882352942,5.3706380281276624,0.7352941176470589,4.700480365792417,0.7352941176470589,2.772588722239781,0.5882352941176471,1314.0,-0.12709284627092846,2.0,248.0,-0.13709677419354838,2.0,114.0,-0.043859649122807015,2.0,11.0,0.36363636363636365,2.0,0.6279411764705882,medium,0.6407142857142857,2023.0
2023,punjab,fazilka,122.0,16.0,1281.0,869.0,248.0,7.156176637480615,0.5428571428571428,6.76849321164863,0.6571428571428571,5.517452896464707,0.7428571428571429,4.812184355372417,0.7714285714285715,2.833213344056216,0.7,1147.0,0.11682650392327812,1.0,214.0,0.1588785046728972,1.0,109.0,0.11926605504587157,1.0,15.0,0.06666666666666667,1.0,0.6407142857142857,medium,0.6514285714285715,2024.0
2024,punjab,fazilka,108.0,30.0,1434.0,631.0,222.0,7.268920128193722,0.5428571428571428,6.448889394146858,0.5142857142857142,5.407171771460119,0.8,4.6913478822291435,0.8,3.4339872044851463,0.7714285714285715,1281.0,0.11943793911007025,1.0,248.0,-0.10483870967741936,1.0,122.0,-0.11475409836065574,1.0,16.0,0.875,1.0,0.6514285714285715,medium,,
2010,punjab,ferozepur,0.0,0.0,6033.0,0.0,0.0,8.705165419719007,0.3611111111111111,0.0,0.5138888888888888,0.0,0.1388888888888889,0.0,0.16666666666666666,0.0,0.5138888888888888,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.33541666666666664,low,0.3284722222222222,2011.0
2011,punjab,ferozepur,0.0,0.0,6033.0,0.0,0.0,8.705165419719007,0.3611111111111111,0.0,0.5138888888888888,0.0,0.125,0.0,0.125,0.0,0.5138888888888888,6033.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3284722222222222,low,0.32430555555555557,2012.0
2012,punjab,ferozepur,0.0,0.0,6033.0,0.0,0.0,8.705165419719007,0.3611111111111111,0.0,0.5138888888888888,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5138888888888888,6033.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.32430555555555557,low,0.6068965517241379,2014.0
